"Row.names";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"regulation_COVID";"Family";"Class";"Category";"Chrom";"Start";"End";"Strand";"TE_CODING";"IntersectedGene";"IntersectedGeneType";"IntersectedOrientation";"IntersectedGeneID";"TE_type";"TE_5UTR_Intersect";"TE_3UTR_Intersect";"ClosestUpstream_gn";"ClosestUpstream_id";"DistUpstream";"ClosestDownstream_gn";"ClosestDownstream_id";"DistDownstream";"FANTOM_enhancer";"FANTOM_CAGE";"locus";"Family_group"
"L1FLnI_13q21.32d";31,3246473569915;-2,20206957301181;0,521540768316472;-4,22223861831563;2,41887830466915e-05;0,000312887019015233;"down";"L1";"L1";"L1FLnI";"chr13";65670407;65679455;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"HNRNPA3P5";"ENSG00000236565";108477;"STARP1";"ENSG00000214266";359454;"None";"None";"L1FLnI_13q21.32d";NA
"L1FLnI_13q21.32e";46,9463629918683;-2,26977673875495;0,541988152232095;-4,18787150495306;2,8158285626444e-05;0,000354740322624502;"down";"L1";"L1";"L1FLnI";"chr13";65730623;65739828;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"STARP1";"ENSG00000214266";419670;"HNRNPA3P5";"ENSG00000236565";48104;"None";"None";"L1FLnI_13q21.32e";NA
"L1FLnI_13q21.32f";66,1737378084831;-1,88488855014051;0,483124314411771;-3,90145661046984;9,5615601663062e-05;0,00093220136483393;"down";"L1";"L1";"L1FLnI";"chr13";66253264;66263288;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TRIM60P19";"ENSG00000235737";5709;"MIR4704";"ENSG00000263561";34940;"None";"None";"L1FLnI_13q21.32f";NA
"L1FLnI_13q21.32g";225,685441786813;-2,17077857085058;0,345369781716234;-6,28537493947328;3,27063363485648e-10;3,4133521934684e-08;"down";"L1";"L1";"L1FLnI";"chr13";66415863;66424813;"+";"noncoding";"PCDH9";"protein_coding";"ANTISENSE";"ENSG00000184226";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q21.32g";NA
"L1FLnI_13q22.3f";18,0363131597919;-2,95813857253599;0,81008786879209;-3,65162680061711;0,000260584381269045;0,00203850677817283;"down";"L1";"L1";"L1FLnI";"chr13";78108775;78117421;"-";"noncoding";"OBI1-AS1";"lncRNA";"ANTISENSE";"ENSG00000234377";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q22.3f";NA
"L1FLnI_13q31.1a";46,03540602277;-2,07622877508738;0,761282768061297;-2,72727672580158;0,00638594589122564;0,0251710416588053;"down";"L1";"L1";"L1FLnI";"chr13";78512708;78522893;"-";"coding";"OBI1-AS1";"lncRNA";"ANTISENSE";"ENSG00000234377";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.1a";NA
"L1FLnI_13q31.1b";46,4924941135194;-2,56585151039492;0,666162415198238;-3,85169059655124;0,000117305177243639;0,0010794897272601;"down";"L1";"L1";"L1FLnI";"chr13";78522573;78532699;"+";"noncoding";"OBI1-AS1";"lncRNA";"SENSE";"ENSG00000234377";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.1b";NA
"L1FLnI_13q31.1pa";49,3260997836423;-3,14216237993057;0,62034863666614;-5,06515561445753;4,08066866991845e-07;1,22074466008244e-05;"down";"L1";"L1";"L1FLnI";"chr13";86645108;86654894;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TXNL1P1";"ENSG00000231879";70606;"AL445207.1";"ENSG00000287880";182374;"None";"None";"L1FLnI_13q31.1pa";NA
"L1FLnI_13q31.3d";300,859312734104;-1,86891081449398;0,446385521679292;-4,18676396013737;2,82959819685941e-05;0,000355499724212815;"down";"L1";"L1";"L1FLnI";"chr13";90660484;90670505;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"LINC01049";"ENSG00000234384";125404;"RNU6-75P";"ENSG00000251753";111261;"None";"None";"L1FLnI_13q31.3d";NA
"L1FLnI_13q31.3f";199,252079696637;-1,80880629028774;0,501935692729009;-3,60366141816556;0,000313765734546685;0,00236005283052969;"down";"L1";"L1";"L1FLnI";"chr13";90809408;90819837;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RNU6-75P";"ENSG00000251753";27539;"LINC00410";"ENSG00000231674";71117;"None";"None";"L1FLnI_13q31.3f";NA
"L1FLnI_13q31.3g";269,512223640811;-2,23254425833414;0,461836307182988;-4,83405965189646;1,3377647109466e-06;3,14220744381933e-05;"down";"L1";"L1";"L1FLnI";"chr13";91432703;91442509;"-";"coding";"GPC5";"protein_coding";"ANTISENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3g";NA
"L1FLnI_13q31.3h";24,8571947441647;-2,23542371856309;0,468858371164143;-4,76780165620737;1,86247005639484e-06;4,092087320079e-05;"down";"L1";"L1";"L1FLnI";"chr13";91951861;91961697;"+";"noncoding";"GPC5";"protein_coding";"SENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3h";NA
"L1FLnI_13q31.3j";277,854808452778;3,00244205803323;0,524127980570482;5,72845215163909;1,0135113068015e-08;5,71048333844478e-07;"up";"L1";"L1";"L1FLnI";"chr13";92513234;92523273;"+";"coding";"GPC5";"protein_coding";"SENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3j";NA
"L1FLnI_13q31.3k";274,203749278652;2,50007335204652;0,457601628232311;5,46342757062329;4,67027874097628e-08;2,05206583513173e-06;"up";"L1";"L1";"L1FLnI";"chr13";92748977;92758988;"+";"coding";"GPC5";"protein_coding";"SENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3k";NA
"L1FLnI_13q31.3l";77,8257249846009;2,25312810567018;0,467317448182699;4,82140804806697;1,42548427034166e-06;3,31069235228582e-05;"up";"L1";"L1";"L1FLnI";"chr13";93169473;93178806;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL354811.2";"ENSG00000288001";12021;"AL354811.1";"ENSG00000278177";47806;"None";"None";"L1FLnI_13q31.3l";NA
"L1FLnI_13q31.3m";262,656161823832;2,07011399273867;0,472572408653932;4,38052233865102;1,18395153474701e-05;0,000172868217728402;"up";"L1";"L1";"L1FLnI";"chr13";93236256;93246924;"-";"coding";"GPC6";"protein_coding";"ANTISENSE";"ENSG00000183098";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3m";NA
"L1FLnI_13q31.3n";42,7257243435372;2,5160239400799;0,561940768264161;4,47738281714623;7,5563679931465e-06;0,000122610748496568;"up";"L1";"L1";"L1FLnI";"chr13";93490020;93500037;"-";"coding";"GPC6";"protein_coding";"ANTISENSE";"ENSG00000183098";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_13q31.3n";NA
"L1FLnI_13q33.3h";19,9291116082155;2,12871108554646;0,607458183634202;3,50429238241743;0,000457822400086222;0,00317331390369197;"up";"L1";"L1";"L1FLnI";"chr13";108326267;108335467;"+";"noncoding";"AL138694.1";"lncRNA";"SENSE";"ENSG00000283384";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"chr13:108326398-108326537";"chr13:108335391-108335405";"L1FLnI_13q33.3h";NA
"L1FLnI_14q11.2b";332,373501508216;1,88762169716527;0,305194137534175;6,18498675110984;6,21076858990344e-10;6,06805305634821e-08;"up";"L1";"L1";"L1FLnI";"chr14";18563790;18573144;"+";"noncoding";"CR383656.10,CR383656.13";"lncRNA,transcribed_unprocessed_pseudogene";"ANTISENSE,SENSE";"ENSG00000257959,ENSG00000258367";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q11.2b";NA
"L1FLnI_14q12fa";1379,57960741604;-2,62116090062229;0,37193101873188;-7,04743828454881;1,82241609902822e-12;4,92266748631623e-10;"down";"L1";"L1";"L1FLnI";"chr14";28635172;28645295;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"BTF3P2";"ENSG00000258282";27946;"LINC02300";"ENSG00000258175";21549;"None";"None";"L1FLnI_14q12fa";NA
"L1FLnI_14q12oa";320,164143612408;-2,15456356086371;0,352183496824786;-6,11773004779842;9,49176800864539e-10;8,54631346974503e-08;"down";"L1";"L1";"L1FLnI";"chr14";30404010;30414367;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"G2E3-AS1";"ENSG00000257636";23625;"AL079305.1";"ENSG00000279032";30895;"None";"chr14:30411829-30411835";"L1FLnI_14q12oa";NA
"L1FLnI_14q12pa";61,6378063814675;-3,76161356359411;0,483767050652381;-7,77567128336131;7,50483564772059e-15;4,92317218490471e-12;"down";"L1";"L1";"L1FLnI";"chr14";30470546;30480562;"+";"coding";"G2E3-AS1";"lncRNA";"ANTISENSE";"ENSG00000257636";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q12pa";NA
"L1FLnI_14q21.2a";30,2252121179028;-2,68673733599275;0,707859182786348;-3,79558166557497;0,000147297696689898;0,00129045624940616;"down";"L1";"L1";"L1FLnI";"chr14";43058836;43068863;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL163153.1";"ENSG00000259047";69353;"AL445383.1";"ENSG00000258406";205961;"None";"None";"L1FLnI_14q21.2a";NA
"L1FLnI_14q21.2b";50,4715421554909;-2,3972094919055;0,775567104084876;-3,0909117718886;0,00199542915617507;0,0100637129985238;"down";"L1";"L1";"L1FLnI";"chr14";43258564;43268579;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL163153.1";"ENSG00000259047";269081;"AL445383.1";"ENSG00000258406";6245;"None";"None";"L1FLnI_14q21.2b";NA
"L1FLnI_14q21.2d";38,071954864616;-2,66388293362406;0,713144018749587;-3,73540668306362;0,000187412067997486;0,00156536417025853;"down";"L1";"L1";"L1FLnI";"chr14";43450262;43460395;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL583809.1";"ENSG00000286464";135459;"KRT8P2";"ENSG00000258828";80488;"None";"None";"L1FLnI_14q21.2d";NA
"L1FLnI_14q21.2e";39,3394182351688;-1,57200696851913;0,640055220091573;-2,45604897698392;0,014047401100628;0,0466091887649589;"down";"L1";"L1";"L1FLnI";"chr14";43488687;43498701;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL583809.1";"ENSG00000286464";173884;"KRT8P2";"ENSG00000258828";42182;"None";"None";"L1FLnI_14q21.2e";NA
"L1FLnI_14q21.2f";41,9777633485439;-1,97851945473887;0,641545627215664;-3,08398868421212;0,00204245363896637;0,0102614300986144;"down";"L1";"L1";"L1FLnI";"chr14";43511060;43520720;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL583809.1";"ENSG00000286464";196257;"KRT8P2";"ENSG00000258828";20163;"chr14:43520333-43520343";"None";"L1FLnI_14q21.2f";NA
"L1FLnI_14q21.2x";294,147214788506;1,73120537788931;0,440908334874392;3,92645191972274;8,62081150455777e-05;0,000860203735081253;"up";"L1";"L1";"L1FLnI";"chr14";45882729;45892758;"-";"coding";"LINC00871";"lncRNA";"ANTISENSE";"ENSG00000258700";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr14:45891128-45891135";"L1FLnI_14q21.2x";NA
"L1FLnI_14q22.1h";72,4911255691216;-1,87399178218083;0,27774549217192;-6,74715462536063;1,50772575513982e-11;2,82590884391921e-09;"down";"L1";"L1";"L1FLnI";"chr14";52442488;52451032;"+";"noncoding";"TXNDC16";"protein_coding";"ANTISENSE";"ENSG00000087301";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"chr14:52450447-52450457";"None";"L1FLnI_14q22.1h";NA
"L1FLnI_14q22.1i";71,3964541805358;-2,37249194104688;0,468263118040182;-5,06657870253897;4,05029334613115e-07;1,21561745394995e-05;"down";"L1";"L1";"L1FLnI";"chr14";52590336;52600457;"-";"noncoding";"GPR137C";"protein_coding";"ANTISENSE";"ENSG00000180998";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q22.1i";NA
"L1FLnI_14q23.3j";14,4130080447338;-1,62825466646349;0,62163355708483;-2,61931591032383;0,00881063125215095;0,0322377838325714;"down";"L1";"L1";"L1FLnI";"chr14";66697867;66708289;"+";"coding";"GPHN";"protein_coding";"SENSE";"ENSG00000171723";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q23.3j";NA
"L1FLnI_14q23.3n";31,8301883976506;1,62430330143366;0,372954652065436;4,3552300324938;1,32927251787006e-05;0,000190453023465189;"up";"L1";"L1";"L1FLnI";"chr14";66869486;66879866;"+";"noncoding";"GPHN";"protein_coding";"SENSE";"ENSG00000171723";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q23.3n";NA
"L1FLnI_14q31.1c";674,161554845239;1,68467566341089;0,385221603753497;4,37326371884612;1,2240271231667e-05;0,000177310175065663;"up";"L1";"L1";"L1FLnI";"chr14";79764260;79774291;"+";"coding";"NRXN3,AC008056.1";"protein_coding,lncRNA";"SENSE,ANTISENSE";"ENSG00000021645,ENSG00000258637";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q31.1c";NA
"L1FLnI_14q31.3ea";238,021956916775;-2,12258034404628;0,513684821421909;-4,13206747703943;3,59514839296337e-05;0,000432737127666783;"down";"L1";"L1";"L1FLnI";"chr14";88442963;88452408;"-";"coding";"AL049834.1";"protein_coding";"ANTISENSE";"ENSG00000042317";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q31.3ea";NA
"L1FLnI_14q31.3ga";140,230318090615;-2,18274808772161;0,524310465460403;-4,16308319500148;3,13978901573534e-05;0,000385505645996168;"down";"L1";"L1";"L1FLnI";"chr14";88455235;88465346;"-";"coding";"AL049834.1";"protein_coding";"ANTISENSE";"ENSG00000042317";"EXONIC";FALSE;TRUE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q31.3ga";NA
"L1FLnI_14q31.3j";112,872180333386;-1,58338621622492;0,516771269686754;-3,06399815373773;0,00218400257927678;0,010816522563269;"down";"L1";"L1";"L1FLnI";"chr14";85882097;85892145;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"FLRT2";"ENSG00000185070";227669;"LINC02328";"ENSG00000258733";19293;"None";"None";"L1FLnI_14q31.3j";NA
"L1FLnI_14q31.3k";177,578946743042;-1,62435804534824;0,446365992470406;-3,63907213530819;0,000273622152080657;0,0021278118922174;"down";"L1";"L1";"L1FLnI";"chr14";85901424;85911934;"-";"coding";"LINC02328";"lncRNA";"ANTISENSE";"ENSG00000258733";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q31.3k";NA
"L1FLnI_14q31.3l";372,597358303383;-2,041722823389;0,442692694556956;-4,61205447592114;3,98708462682813e-06;7,59696788647086e-05;"down";"L1";"L1";"L1FLnI";"chr14";85968537;85978696;"-";"coding";"LINC02328";"lncRNA";"ANTISENSE";"ENSG00000258733";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_14q31.3l";NA
"L1FLnI_14q32.13a";49,8621116881669;-2,88367374001091;0,41713040611072;-6,91312284543814;4,74099042764766e-12;1,0885314021879e-09;"down";"L1";"L1";"L1FLnI";"chr14";94452563;94463065;"-";"noncoding";"AL132708.1,SERPINA11,SERPINA9";"lncRNA,protein_coding,protein_coding";"ANTISENSE,SENSE,SENSE";"ENSG00000256357,ENSG00000186910,ENSG00000170054";"EXONIC";TRUE;TRUE;NA;NA;NA;NA;NA;NA;"None";"chr14:94452766-94452811,chr14:94452859-94452870";"L1FLnI_14q32.13a";NA
"L1FLnI_15q12c";22,7424725431307;1,60753507660249;0,636203080752324;2,52676405575016;0,0115118812704191;0,0395825973745897;"up";"L1";"L1";"L1FLnI";"chr15";26494732;26505894;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"GABRB3";"ENSG00000166206";37652;"AC009878.2";"ENSG00000287280";16892;"None";"chr15:26503326-26503327";"L1FLnI_15q12c";NA
"L1FLnI_15q14e";24,5520162396011;-1,98677963289034;0,579021219298858;-3,43127257977894;0,000600756617082362;0,00391024009304352;"down";"L1";"L1";"L1FLnI";"chr15";36191874;36201902;"+";"coding";"AC021351.1";"lncRNA";"ANTISENSE";"ENSG00000259639";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q14e";NA
"L1FLnI_15q14o";35,5552584623368;1,58117503981614;0,534505781142709;2,95820007116813;0,00309441210548994;0,0141986665164616;"up";"L1";"L1";"L1FLnI";"chr15";37998707;38008453;"-";"noncoding";"LINC02345";"lncRNA";"ANTISENSE";"ENSG00000259225";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr15:38004717-38004743";"L1FLnI_15q14o";NA
"L1FLnI_15q14t";27,1917871284701;-2,40885941691058;0,502541165769969;-4,79335740231319;1,6401305144403e-06;3,68287497423465e-05;"down";"L1";"L1";"L1FLnI";"chr15";38773121;38783212;"-";"noncoding";"LINC02694";"lncRNA";"ANTISENSE";"ENSG00000175779";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q14t";NA
"L1FLnI_15q21.1e";34,4985542942939;-2,5531511911824;0,606391480393304;-4,21040082806974;2,54918007154032e-05;0,000326978628170759;"down";"L1";"L1";"L1FLnI";"chr15";46101055;46111166;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC068714.1";"ENSG00000259743";663;"AC091074.3";"ENSG00000287020";206227;"None";"None";"L1FLnI_15q21.1e";NA
"L1FLnI_15q21.1g";558,276156215083;1,53200182004299;0,366688959808164;4,17793276580911;2,94170578881481e-05;0,000366575657591251;"up";"L1";"L1";"L1FLnI";"chr15";46285246;46294083;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC091074.3";"ENSG00000287020";23310;"AC068714.1";"ENSG00000259743";184854;"None";"None";"L1FLnI_15q21.1g";NA
"L1FLnI_15q21.2f";819,303981236687;-1,78621045288487;0,430385714459194;-4,15025497565447;3,32105113592134e-05;0,000404516361171108;"down";"L1";"L1";"L1FLnI";"chr15";49731439;49741256;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"DTWD1";"ENSG00000104047";75207;"AC025040.2";"ENSG00000259388";52990;"None";"None";"L1FLnI_15q21.2f";NA
"L1FLnI_15q21.2g";67,9008209467447;-1,77650038081627;0,428171338037427;-4,14904086985147;3,33871205096545e-05;0,000405055897966535;"down";"L1";"L1";"L1FLnI";"chr15";49778011;49788018;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC025040.2";"ENSG00000259388";6228;"DTWD1";"ENSG00000104047";121779;"None";"None";"L1FLnI_15q21.2g";NA
"L1FLnI_15q21.3h";341,627710217995;1,51911420583095;0,208191405604233;7,29671910049329;2,94869502735563e-13;1,17742674483627e-10;"up";"L1";"L1";"L1FLnI";"chr15";53680701;53690729;"+";"coding";"WDR72";"protein_coding";"ANTISENSE";"ENSG00000166415";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q21.3h";NA
"L1FLnI_15q21.3ka";50,1994363946371;-4,7206966804688;0,744997112915352;-6,33653016720506;2,34997187392326e-10;2,60025803495316e-08;"down";"L1";"L1";"L1FLnI";"chr15";58122233;58132261;"+";"coding";"ALDH1A2";"protein_coding";"ANTISENSE";"ENSG00000128918";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q21.3ka";NA
"L1FLnI_15q23l";282,045312101142;-1,50994434492292;0,280695880835621;-5,37928928785087;7,47804624446516e-08;3,03886622606938e-06;"down";"L1";"L1";"L1FLnI";"chr15";71366794;71376497;"-";"coding";"THSD4";"protein_coding";"ANTISENSE";"ENSG00000187720";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q23l";NA
"L1FLnI_15q23n";35,8272249996339;1,92837633914535;0,78608104452046;2,45315206693698;0,0141610459796557;0,0468835783263008;"up";"L1";"L1";"L1FLnI";"chr15";72080105;72088612;"-";"noncoding";"MYO9A";"protein_coding";"SENSE";"ENSG00000066933";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q23n";NA
"L1FLnI_15q24.3d";74,958009148745;1,54622554412897;0,357339188258018;4,3270528252628;1,51117728965049e-05;0,000210921766385261;"up";"L1";"L1";"L1FLnI";"chr15";76626862;76635689;"-";"noncoding";"SCAPER";"protein_coding";"SENSE";"ENSG00000140386";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q24.3d";NA
"L1FLnI_15q24.3g";73,6372858218576;-2,357315080822;0,468958777330656;-5,02669998894144;4,98992068323086e-07;1,42764584282842e-05;"down";"L1";"L1";"L1FLnI";"chr15";76883682;76893836;"+";"coding";"SCAPER";"protein_coding";"ANTISENSE";"ENSG00000140386";"EXONIC";TRUE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q24.3g";NA
"L1FLnI_15q25.1c";412,649191109751;2,44252129051751;0,34915603626325;6,99550068404357;2,64313294073901e-12;6,81208581407865e-10;"up";"L1";"L1";"L1FLnI";"chr15";78716336;78726353;"+";"coding";"CHRNB4,AC022748.2";"protein_coding,transcribed_unprocessed_pseudogene";"ANTISENSE,SENSE";"ENSG00000117971,ENSG00000261303";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q25.1c";NA
"L1FLnI_15q25.2h";16,5170828566118;1,88669202845737;0,595853417017067;3,16636940323753;0,00154354638736239;0,00824661432317402;"up";"L1";"L1";"L1FLnI";"chr15";81991668;82001696;"+";"coding";"AC104041.1";"lncRNA";"ANTISENSE";"ENSG00000259692";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q25.2h";NA
"L1FLnI_15q25.2m";102,950111570904;-3,7781700413586;1,15096339076377;-3,28261530442895;0,00102848914501311;0,00598583289467707;"down";"L1";"L1";"L1FLnI";"chr15";83857182;83867271;"+";"coding";"ADAMTSL3";"protein_coding";"SENSE";"ENSG00000156218";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q25.2m";NA
"L1FLnI_15q25.2n";94,1286049329911;-4,63068417914709;0,940341390088514;-4,92447129091191;8,45887459410435e-07;2,19452836927272e-05;"down";"L1";"L1";"L1FLnI";"chr15";83959220;83969655;"+";"noncoding";"ADAMTSL3,AC027807.2";"protein_coding,lncRNA";"SENSE,SENSE";"ENSG00000156218,ENSG00000274128";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_15q25.2n";NA
"L1FLnI_15q25.2o";87,5114140772413;-4,37754601194254;1,00883075031509;-4,33922737840347;1,42984522927735e-05;0,000201097987529604;"down";"L1";"L1";"L1FLnI";"chr15";84263603;84273045;"-";NA;"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC243562.2";"ENSG00000259683";116684;"UBE2Q2P8";"ENSG00000259633";7589;"None";"None";"L1FLnI_15q25.2o";NA
"L1FLnI_15q25.2p";264,745563948767;-4,92608825733262;0,955368988843857;-5,15621536270917;2,51991057426799e-07;8,35482264046111e-06;"down";"L1";"L1";"L1FLnI";"chr15";84377657;84387103;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC243562.2";"ENSG00000259683";2626;"UBE2Q2P8";"ENSG00000259633";121643;"None";"None";"L1FLnI_15q25.2p";NA
"L1FLnI_16p12.2b";460,054665225081;1,5662202292162;0,496380741456565;3,15528000667457;0,00160344138402673;0,00851214200630145;"up";"L1";"L1";"L1FLnI";"chr16";23090375;23100022;"+";"noncoding";"USP31";"protein_coding";"ANTISENSE";"ENSG00000103404";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_16p12.2b";NA
"L1FLnI_16q12.2e";71,1792945353497;1,77231269884961;0,293621534053592;6,03604468099442;1,57937538930767e-09;1,31863487049106e-07;"up";"L1";"L1";"L1FLnI";"chr16";55595299;55605312;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"LPCAT2";"ENSG00000087253";8633;"SLC6A2";"ENSG00000103546";50292;"None";"None";"L1FLnI_16q12.2e";NA
"L1FLnI_16q21a";20,9763319562671;2,70372556443549;0,484279728394572;5,5829831519039;2,36427656762371e-08;1,18008239114436e-06;"up";"L1";"L1";"L1FLnI";"chr16";58779389;58789496;"-";"coding";"AC106793.1";"lncRNA";"ANTISENSE";"ENSG00000245768";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_16q21a";NA
"L1FLnI_16q22.2a";88,391664917951;2,80896141996205;0,466219816684338;6,02497216857666;1,69138726421436e-09;1,38693755665578e-07;"up";"L1";"L1";"L1FLnI";"chr16";70909591;70920173;"-";"noncoding";"HYDIN";"protein_coding";"SENSE";"ENSG00000157423";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_16q22.2a";NA
"L1FLnI_16q22.2b";228,304049410358;1,86287090563109;0,413236013414993;4,50800715609533;6,54393695548288e-06;0,000110724218951366;"up";"L1";"L1";"L1FLnI";"chr16";70910288;70920173;"-";"noncoding";"HYDIN";"protein_coding";"SENSE";"ENSG00000157423";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_16q22.2b";NA
"L1FLnI_17q11.2f";219,660722417979;1,55764036454717;0,300291969708504;5,18708630823256;2,13609749129133e-07;7,26589605926649e-06;"up";"L1";"L1";"L1FLnI";"chr17";32883639;32893664;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC084809.1";"ENSG00000226377";2569;"AC084809.2";"ENSG00000236377";11998;"None";"None";"L1FLnI_17q11.2f";NA
"L1FLnI_17q24.3b";34,9853059992601;-1,662631379031;0,472866522980343;-3,51606911936143;0,000437986944206044;0,00306590860944231;"down";"L1";"L1";"L1FLnI";"chr17";69735055;69743899;"-";"coding";"LINC01483";"lncRNA";"ANTISENSE";"ENSG00000227517";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_17q24.3b";NA
"L1FLnI_18p11.21a";180,385341136992;2,33213709872712;0,491653708980275;4,74345470425544;2,10103939472918e-06;4,46665412064648e-05;"up";"L1";"L1";"L1FLnI";"chr18";11054623;11063943;"+";"noncoding";"PIEZO2";"protein_coding";"ANTISENSE";"ENSG00000154864";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_18p11.21a";NA
